postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1
2578,WINGECARRIBEE,705.0,836.0,817.0,867.0,908.0,705.0,750.0,803.0,795.0,950.0,540.0,420.0,475.0,410.0,450.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,140.0,138.0,140.0,142.0,140.0
2579,GOULBURN MULWAREE,944.0,873.0,914.0,853.0,875.0,755.0,780.0,690.0,809.0,890.0,410.0,420.0,370.0,450.0,393.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,157.0,160.0,166.0,183.0,185.0
2579,UPPER LACHLAN SHIRE,944.0,873.0,914.0,853.0,875.0,755.0,780.0,690.0,809.0,890.0,410.0,420.0,370.0,450.0,393.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,157.0,160.0,166.0,183.0,185.0
2579,WINGECARRIBEE,944.0,873.0,914.0,853.0,875.0,755.0,780.0,690.0,809.0,890.0,410.0,420.0,370.0,450.0,393.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,157.0,160.0,166.0,183.0,185.0
2580,GOULBURN MULWAREE,449.0,504.0,485.0,516.0,521.0,413.0,455.0,447.0,467.0,490.0,350.0,350.0,360.0,360.0,370.0,200.0,175.0,169.0,213.0,247.0,104.0,123.0,146.0,174.0,197.0,2307.0,2298.0,2300.0,2336.0,2398.0
2580,OBERON,449.0,504.0,485.0,516.0,521.0,413.0,455.0,447.0,467.0,490.0,350.0,350.0,360.0,360.0,370.0,200.0,175.0,169.0,213.0,247.0,104.0,123.0,146.0,174.0,197.0,2307.0,2298.0,2300.0,2336.0,2398.0
2580,QUEANBEYAN-PALERANG REGIONAL,449.0,504.0,485.0,516.0,521.0,413.0,455.0,447.0,467.0,490.0,350.0,350.0,360.0,360.0,370.0,200.0,175.0,169.0,213.0,247.0,104.0,123.0,146.0,174.0,197.0,2307.0,2298.0,2300.0,2336.0,2398.0
2580,UPPER LACHLAN SHIRE,449.0,504.0,485.0,516.0,521.0,413.0,455.0,447.0,467.0,490.0,350.0,350.0,360.0,360.0,370.0,200.0,175.0,169.0,213.0,247.0,104.0,123.0,146.0,174.0,197.0,2307.0,2298.0,2300.0,2336.0,2398.0
2580,WINGECARRIBEE,449.0,504.0,485.0,516.0,521.0,413.0,455.0,447.0,467.0,490.0,350.0,350.0,360.0,360.0,370.0,200.0,175.0,169.0,213.0,247.0,104.0,123.0,146.0,174.0,197.0,2307.0,2298.0,2300.0,2336.0,2398.0
2581,GOULBURN MULWAREE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,43.0,45.0,44.0,48.0
2581,QUEANBEYAN-PALERANG REGIONAL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,43.0,45.0,44.0,48.0
2581,UPPER LACHLAN SHIRE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,43.0,45.0,44.0,48.0
2581,YASS VALLEY,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,43.0,45.0,44.0,48.0
2582,HILLTOPS,662.0,640.0,644.0,735.0,704.0,523.0,593.0,575.0,720.0,650.0,410.0,395.0,395.0,445.0,430.0,37.0,48.0,49.0,36.0,68.0,31.0,48.0,49.0,69.0,59.0,501.0,517.0,518.0,542.0,557.0
2582,UPPER LACHLAN SHIRE,662.0,640.0,644.0,735.0,704.0,523.0,593.0,575.0,720.0,650.0,410.0,395.0,395.0,445.0,430.0,37.0,48.0,49.0,36.0,68.0,31.0,48.0,49.0,69.0,59.0,501.0,517.0,518.0,542.0,557.0
2582,YASS VALLEY,662.0,640.0,644.0,735.0,704.0,523.0,593.0,575.0,720.0,650.0,410.0,395.0,395.0,445.0,430.0,37.0,48.0,49.0,36.0,68.0,31.0,48.0,49.0,69.0,59.0,501.0,517.0,518.0,542.0,557.0
2583,HILLTOPS,705.0,391.0,395.0,434.0,467.0,705.0,345.0,365.0,400.0,468.0,450.0,450.0,450.0,330.0,350.0,5.0,5.0,5.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,138.0,135.0,124.0,138.0,142.0
2583,UPPER LACHLAN SHIRE,705.0,391.0,395.0,434.0,467.0,705.0,345.0,365.0,400.0,468.0,450.0,450.0,450.0,330.0,350.0,5.0,5.0,5.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,138.0,135.0,124.0,138.0,142.0
2586,COWRA,705.0,320.0,329.0,375.0,343.0,705.0,298.0,313.0,378.0,338.0,450.0,280.0,450.0,450.0,450.0,5.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,103.0,111.0,110.0,112.0,111.0
2586,HILLTOPS,705.0,320.0,329.0,375.0,343.0,705.0,298.0,313.0,378.0,338.0,450.0,280.0,450.0,450.0,450.0,5.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,103.0,111.0,110.0,112.0,111.0
2587,HILLTOPS,705.0,725.0,248.0,234.0,760.5,705.0,725.0,238.0,238.0,760.5,270.0,450.0,270.0,450.0,450.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,5.0,107.0,108.0,115.0,114.0,116.0
2590,COOTAMUNDRA-GUNDAGAI REGIONAL,279.0,274.0,267.0,306.0,325.0,264.0,242.0,245.0,305.0,317.0,265.0,270.0,280.0,280.0,280.0,20.0,45.0,46.0,35.0,43.0,40.0,20.0,45.0,39.0,42.0,459.0,460.0,478.0,475.0,481.0
2590,JUNEE,279.0,274.0,267.0,306.0,325.0,264.0,242.0,245.0,305.0,317.0,265.0,270.0,280.0,280.0,280.0,20.0,45.0,46.0,35.0,43.0,40.0,20.0,45.0,39.0,42.0,459.0,460.0,478.0,475.0,481.0
2594,COOTAMUNDRA-GUNDAGAI REGIONAL,330.0,369.0,359.0,366.0,341.0,308.0,330.0,340.0,322.0,310.0,265.0,280.0,280.0,290.0,270.0,94.0,110.0,77.0,74.0,65.0,42.0,54.0,65.0,92.0,81.0,1043.0,1064.0,1068.0,1060.0,1034.0
2594,HILLTOPS,330.0,369.0,359.0,366.0,341.0,308.0,330.0,340.0,322.0,310.0,265.0,280.0,280.0,290.0,270.0,94.0,110.0,77.0,74.0,65.0,42.0,54.0,65.0,92.0,81.0,1043.0,1064.0,1068.0,1060.0,1034.0
2594,WEDDIN,330.0,369.0,359.0,366.0,341.0,308.0,330.0,340.0,322.0,310.0,265.0,280.0,280.0,290.0,270.0,94.0,110.0,77.0,74.0,65.0,42.0,54.0,65.0,92.0,81.0,1043.0,1064.0,1068.0,1060.0,1034.0
2619,QUEANBEYAN-PALERANG REGIONAL,847.0,818.0,912.0,850.0,908.0,750.0,795.0,867.0,824.0,895.0,635.0,580.0,570.0,650.0,650.0,46.0,41.0,45.0,33.0,44.0,20.0,20.0,40.0,46.0,37.0,380.0,385.0,392.0,384.0,387.0
2620,QUEANBEYAN-PALERANG REGIONAL,542.0,796.0,556.0,611.0,622.0,510.0,614.0,550.0,573.0,600.0,400.0,375.0,400.0,400.0,398.0,378.0,248.0,286.0,366.0,376.0,175.0,184.0,217.0,262.0,179.0,3981.0,3951.0,3992.0,4003.0,4012.0
2620,SNOWY MONARO REGIONAL,542.0,796.0,556.0,611.0,622.0,510.0,614.0,550.0,573.0,600.0,400.0,375.0,400.0,400.0,398.0,378.0,248.0,286.0,366.0,376.0,175.0,184.0,217.0,262.0,179.0,3981.0,3951.0,3992.0,4003.0,4012.0
2620,YASS VALLEY,542.0,796.0,556.0,611.0,622.0,510.0,614.0,550.0,573.0,600.0,400.0,375.0,400.0,400.0,398.0,378.0,248.0,286.0,366.0,376.0,175.0,184.0,217.0,262.0,179.0,3981.0,3951.0,3992.0,4003.0,4012.0
2621,QUEANBEYAN-PALERANG REGIONAL,769.0,857.0,763.0,801.0,847.0,790.0,855.0,760.0,845.0,845.0,540.0,535.0,565.0,610.0,523.0,20.0,20.0,20.0,20.0,20.0,20.0,31.0,41.0,38.0,20.0,237.0,235.0,234.0,241.0,247.0
2621,SNOWY MONARO REGIONAL,769.0,857.0,763.0,801.0,847.0,790.0,855.0,760.0,845.0,845.0,540.0,535.0,565.0,610.0,523.0,20.0,20.0,20.0,20.0,20.0,20.0,31.0,41.0,38.0,20.0,237.0,235.0,234.0,241.0,247.0
2621,YASS VALLEY,769.0,857.0,763.0,801.0,847.0,790.0,855.0,760.0,845.0,845.0,540.0,535.0,565.0,610.0,523.0,20.0,20.0,20.0,20.0,20.0,20.0,31.0,41.0,38.0,20.0,237.0,235.0,234.0,241.0,247.0
2622,EUROBODALLA,577.0,559.0,575.0,559.0,650.0,590.0,550.0,580.0,563.0,609.0,400.0,410.0,425.0,420.0,425.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.0,20.0,184.0,193.0,186.0,198.0,194.0
2622,GOULBURN MULWAREE,577.0,559.0,575.0,559.0,650.0,590.0,550.0,580.0,563.0,609.0,400.0,410.0,425.0,420.0,425.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.0,20.0,184.0,193.0,186.0,198.0,194.0
2622,QUEANBEYAN-PALERANG REGIONAL,577.0,559.0,575.0,559.0,650.0,590.0,550.0,580.0,563.0,609.0,400.0,410.0,425.0,420.0,425.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.0,20.0,184.0,193.0,186.0,198.0,194.0
2622,SHOALHAVEN,577.0,559.0,575.0,559.0,650.0,590.0,550.0,580.0,563.0,609.0,400.0,410.0,425.0,420.0,425.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.0,20.0,184.0,193.0,186.0,198.0,194.0
2622,SNOWY MONARO REGIONAL,577.0,559.0,575.0,559.0,650.0,590.0,550.0,580.0,563.0,609.0,400.0,410.0,425.0,420.0,425.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.0,20.0,184.0,193.0,186.0,198.0,194.0
2627,SNOWY MONARO REGIONAL,469.0,485.0,547.0,637.0,758.0,425.0,418.0,423.0,640.0,610.0,400.0,513.0,600.0,385.0,450.0,47.0,78.0,51.0,114.0,84.0,20.0,20.0,37.0,40.0,37.0,391.0,431.0,468.0,502.0,542.0
2627,SNOWY VALLEYS,469.0,485.0,547.0,637.0,758.0,425.0,418.0,423.0,640.0,610.0,400.0,513.0,600.0,385.0,450.0,47.0,78.0,51.0,114.0,84.0,20.0,20.0,37.0,40.0,37.0,391.0,431.0,468.0,502.0,542.0
2628,SNOWY MONARO REGIONAL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,313.0,360.0,285.0,355.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,110.0,115.0,131.0,141.0,145.0
2630,SNOWY MONARO REGIONAL,323.0,355.0,398.0,425.0,448.0,318.0,365.0,384.0,380.0,425.0,325.0,320.0,350.0,380.0,400.0,78.0,77.0,114.0,64.0,112.0,42.0,31.0,48.0,49.0,47.0,700.0,716.0,770.0,770.0,814.0
2632,BEGA VALLEY,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,80.0,79.0,79.0,84.0,87.0
2632,SNOWY MONARO REGIONAL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,80.0,79.0,79.0,84.0,87.0
2640,ALBURY CITY,383.0,401.0,394.0,451.0,443.0,365.0,388.0,379.0,438.0,435.0,320.0,300.0,320.0,335.0,335.0,493.0,389.0,385.0,385.0,436.0,181.0,134.0,187.0,276.0,237.0,3967.0,4025.0,4096.0,4094.0,4115.0
2640,GREATER HUME SHIRE,383.0,401.0,394.0,451.0,443.0,365.0,388.0,379.0,438.0,435.0,320.0,300.0,320.0,335.0,335.0,493.0,389.0,385.0,385.0,436.0,181.0,134.0,187.0,276.0,237.0,3967.0,4025.0,4096.0,4094.0,4115.0
2640,SNOWY VALLEYS,383.0,401.0,394.0,451.0,443.0,365.0,388.0,379.0,438.0,435.0,320.0,300.0,320.0,335.0,335.0,493.0,389.0,385.0,385.0,436.0,181.0,134.0,187.0,276.0,237.0,3967.0,4025.0,4096.0,4094.0,4115.0
2641,ALBURY CITY,266.0,264.0,294.0,305.0,331.0,252.0,264.0,278.0,295.0,330.0,270.0,275.0,275.0,298.0,290.0,196.0,198.0,161.0,154.0,212.0,78.0,64.0,119.0,121.0,118.0,2177.0,2211.0,2237.0,2220.0,2247.0
2642,ALBURY CITY,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0
2642,FEDERATION,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0
2642,GREATER HUME SHIRE,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0
2642,LOCKHART,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0
2642,SNOWY VALLEYS,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0
2643,FEDERATION,334.0,290.0,338.0,344.0,760.5,306.0,288.0,335.0,325.0,760.5,320.0,315.0,313.0,320.0,330.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,191.0,202.0,200.0,202.0,203.0
2644,GREATER HUME SHIRE,705.0,725.0,217.0,733.0,241.0,705.0,725.0,242.0,733.0,245.0,230.0,450.0,450.0,450.0,450.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,103.0,102.0,102.0,100.0,98.0
2644,SNOWY VALLEYS,705.0,725.0,217.0,733.0,241.0,705.0,725.0,242.0,733.0,245.0,230.0,450.0,450.0,450.0,450.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,103.0,102.0,102.0,100.0,98.0
2646,BERRIGAN,288.0,292.0,286.0,299.0,332.0,275.0,280.0,283.0,280.0,298.0,250.0,255.0,250.0,260.0,270.0,63.0,42.0,37.0,20.0,54.0,34.0,20.0,39.0,42.0,36.0,521.0,530.0,537.0,525.0,534.0
2646,FEDERATION,288.0,292.0,286.0,299.0,332.0,275.0,280.0,283.0,280.0,298.0,250.0,255.0,250.0,260.0,270.0,63.0,42.0,37.0,20.0,54.0,34.0,20.0,39.0,42.0,36.0,521.0,530.0,537.0,525.0,534.0
2646,GREATER HUME SHIRE,288.0,292.0,286.0,299.0,332.0,275.0,280.0,283.0,280.0,298.0,250.0,255.0,250.0,260.0,270.0,63.0,42.0,37.0,20.0,54.0,34.0,20.0,39.0,42.0,36.0,521.0,530.0,537.0,525.0,534.0
2646,MURRUMBIDGEE,288.0,292.0,286.0,299.0,332.0,275.0,280.0,283.0,280.0,298.0,250.0,255.0,250.0,260.0,270.0,63.0,42.0,37.0,20.0,54.0,34.0,20.0,39.0,42.0,36.0,521.0,530.0,537.0,525.0,534.0
2647,BERRIGAN,407.0,725.0,297.0,413.0,406.0,460.0,725.0,295.0,385.0,405.0,270.0,285.0,273.0,285.0,285.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,176.0,184.0,188.0,188.0,190.0
2647,FEDERATION,407.0,725.0,297.0,413.0,406.0,460.0,725.0,295.0,385.0,405.0,270.0,285.0,273.0,285.0,285.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,176.0,184.0,188.0,188.0,190.0
2648,WENTWORTH,705.0,725.0,724.0,733.0,368.0,705.0,725.0,724.0,733.0,329.0,245.0,450.0,450.0,280.0,450.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,127.0,125.0,123.0,117.0,123.0
2648,WENTWORTH SHIRE,705.0,725.0,724.0,733.0,368.0,705.0,725.0,724.0,733.0,329.0,245.0,450.0,450.0,280.0,450.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,127.0,125.0,123.0,117.0,123.0
2650,GREATER HUME SHIRE,373.0,403.0,378.0,418.0,419.0,365.0,368.0,359.0,385.0,405.0,330.0,310.0,320.0,340.0,340.0,811.0,546.0,577.0,594.0,717.0,267.0,205.0,339.0,401.0,346.0,6301.0,6316.0,6458.0,6426.0,6455.0
2650,JUNEE,373.0,403.0,378.0,418.0,419.0,365.0,368.0,359.0,385.0,405.0,330.0,310.0,320.0,340.0,340.0,811.0,546.0,577.0,594.0,717.0,267.0,205.0,339.0,401.0,346.0,6301.0,6316.0,6458.0,6426.0,6455.0
2650,NARRANDERA,373.0,403.0,378.0,418.0,419.0,365.0,368.0,359.0,385.0,405.0,330.0,310.0,320.0,340.0,340.0,811.0,546.0,577.0,594.0,717.0,267.0,205.0,339.0,401.0,346.0,6301.0,6316.0,6458.0,6426.0,6455.0
2650,WAGGA WAGGA,373.0,403.0,378.0,418.0,419.0,365.0,368.0,359.0,385.0,405.0,330.0,310.0,320.0,340.0,340.0,811.0,546.0,577.0,594.0,717.0,267.0,205.0,339.0,401.0,346.0,6301.0,6316.0,6458.0,6426.0,6455.0
2651,WAGGA WAGGA,309.0,346.0,724.0,733.0,352.0,292.0,335.0,724.0,733.0,343.0,385.0,310.0,330.0,350.0,380.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,238.0,231.0,232.0,230.0,229.0
2652,CARRATHOOL,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,COOLAMON,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,FEDERATION,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,GREATER HUME SHIRE,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,GRIFFITH,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,JUNEE,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,LOCKHART,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,NARRANDERA,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,SNOWY VALLEYS,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2652,WAGGA WAGGA,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0
2653,SNOWY VALLEYS,705.0,725.0,724.0,332.0,760.5,705.0,725.0,724.0,278.0,760.5,275.0,285.0,300.0,290.0,450.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,5.0,134.0,140.0,137.0,141.0,134.0
2655,LOCKHART,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,32.0,31.0
2655,WAGGA WAGGA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,32.0,31.0
2658,GREATER HUME SHIRE,705.0,725.0,724.0,733.0,173.0,705.0,725.0,724.0,733.0,167.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,62.0,61.0,61.0,61.0,59.0
2658,LOCKHART,705.0,725.0,724.0,733.0,173.0,705.0,725.0,724.0,733.0,167.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,62.0,61.0,61.0,61.0,59.0
2660,GREATER HUME SHIRE,705.0,725.0,724.0,255.0,301.0,705.0,725.0,724.0,200.0,283.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,76.0,79.0,77.0,74.0,75.0
2663,JUNEE,322.0,308.0,251.0,262.0,314.0,315.0,305.0,240.0,258.0,300.0,270.0,265.0,280.0,275.0,265.0,66.0,49.0,38.0,64.0,60.0,20.0,20.0,20.0,20.0,20.0,404.0,420.0,413.0,414.0,417.0
2665,BLAND,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0
2665,CARRATHOOL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0
2665,COOLAMON,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0
2665,NARRANDERA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0
2665,TEMORA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0
2666,BLAND,348.0,255.0,293.0,293.0,321.0,310.0,260.0,293.0,289.0,320.0,265.0,280.0,265.0,280.0,298.0,34.0,42.0,38.0,20.0,46.0,20.0,20.0,35.0,20.0,34.0,320.0,335.0,348.0,345.0,353.0
2666,HILLTOPS,348.0,255.0,293.0,293.0,321.0,310.0,260.0,293.0,289.0,320.0,265.0,280.0,265.0,280.0,298.0,34.0,42.0,38.0,20.0,46.0,20.0,20.0,35.0,20.0,34.0,320.0,335.0,348.0,345.0,353.0
2666,JUNEE,348.0,255.0,293.0,293.0,321.0,310.0,260.0,293.0,289.0,320.0,265.0,280.0,265.0,280.0,298.0,34.0,42.0,38.0,20.0,46.0,20.0,20.0,35.0,20.0,34.0,320.0,335.0,348.0,345.0,353.0
2666,TEMORA,348.0,255.0,293.0,293.0,321.0,310.0,260.0,293.0,289.0,320.0,265.0,280.0,265.0,280.0,298.0,34.0,42.0,38.0,20.0,46.0,20.0,20.0,35.0,20.0,34.0,320.0,335.0,348.0,345.0,353.0
2669,BLAND,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2669,CARRATHOOL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2669,LACHLAN,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2671,BLAND,280.0,249.0,248.0,238.0,310.0,290.0,255.0,261.0,213.0,320.0,220.0,253.0,260.0,280.0,270.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,255.0,270.0,276.0,271.0,275.0
2671,FORBES,280.0,249.0,248.0,238.0,310.0,290.0,255.0,261.0,213.0,320.0,220.0,253.0,260.0,280.0,270.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,255.0,270.0,276.0,271.0,275.0
